Factor	2-amino-2-methylpropanoic_acid	2-hydroxycinnamic_acid	2-hydroxyphenylacetic_acid	2-methylmaleic_acid	2-oxovaleric_acid	2-quinolinecarboxylic_acid	2_3-dihydroxybenzoic_acid	2_3cyclic_AMP	2_5-dihydroxybenzoic_acid	2deoxyadenosine	2deoxyguanosine	3-dehydroshikimic_acid	3-hydroxybenzoic_acid	3-hydroxykynurenine	3-methoxy-4-hydroxymandelic_acid	3-methyglutaric_acid	3-methyladenine	3_4-dihydroxybenzoic_acid	32-hydroxyphenyl_propanoic_acid	4-coumaric_acid	4-guanidinobutanoic_acid	4-hydroxy-2-quinolinecarboxylic_acid	4-hydroxybenzoic_acid	4-pyridoxic_acid	5-oxo-proline	5deoxyadenosine	5methylthioadenosine	6-hydroxynicotinic_acid	abscisic_acid	adenine	adenosine	alanine	allantoin	allothreonine	alpha-aminoadipic_acid	arabitol	asparagine	aspartic_acid	azelaic_acid	betaine	biotin	bis_3-aminopropyl_amine	caffeic_acid	carnitine	cellobiose	chenodeoxycholic_acid	chlorogenic_acid	choline_o-sulfuric_acid	creatinine	cytidine	cytidine_2_3cyclic_mono-phosphoric_acid	cytosine	deoxycarnitine	deoxycytidine	deoxyuridine	ectoine	epinephrine	erythritol	ethylmalonic_acid	ferulic_acid	fumaric_acid	galactaric_acid	galactitol	galacturonic_acid	gluconic_acid	glucuronic_acid	glutamic_acid	glutamine	glyceraldehyde	glyceric_acid	guanidinoacetic_acid	guanine	guanosine	guanosine_3_5cyclic_monophosphoric_acid	gulonic_acid_gama-lactone	hippuric_acid	histidine	homoserine	hypoxanthine	indole-3-acetic_acid	inosine	isoleucine	isonicotinic_acid	itaconic_acid	lactic_acid	lactose	leucine	maleic_acid	malic_acid	malonic_acid	maltose	mannitol	melibiose	methionine	methyl_beta-galactoside	mevalonic_acid	myo-inositol	N-acetyl-alanine	N-acetyl-galactosamine	N-acetyl-glucosamine	N-acetyl-glutamic_acid	N-acetyl-leucine	N-acetyl-mannosamine	N-acetyl-phenylalanine	N-acetyl-serine	n-acetyl-tryptophan	N-acetylputrescine	N-alpha-acetyl-lysine	N-trimethyllysine	nicotinamide	nicotinic_acid	norleucine	norvaline	o-acetyl-serine	ophthalmic_acid	orotic_acid	palatinose	pantothenic_acid	phenylalanine	pipecolic_acid	proline	pyridoxine	pyruvic_acid	quinic_acid	raffinose	ribitol	riboflavin	S5adenosylmethionine	saccharic_acid	salicylic_acid	serine	shikimic_acid	sn-glycero-3-phosphocholine	sorbitol	sphingomyelin	stachyose	sucrose	syringic_acid	taurine	threonine	thymidine	trans-cinnamic_acid	trehalose	trigonelline	tryptophan	tyramine	tyrosine	uracil	uric_acid	uridine	valine	vanillic_acid	xanthine	xanthurenic_acid	xylitol	1-methyl-6_7-dihydroxy-1_2_3_4-tetrahydroisoquinoline	1_2-dipalmitoyl-rac-glycero-3-phosphoethanolamine	2-phosphoglyceric_acid	4-acetamidobutanoic_acid	4-aminobutanoic_acid	5-methylcytosine	isocitric_acid	lysine	ornithine	suberic_acid	trans-4-hydroxyproline	tryptamine	3-hydroxybutanoic_acid	arginine	citrulline	thymine	phenethylamine
Leaves	4.780914268	7.318326759	5.85702296	6.551403339	5.990993069	5.021638576	6.839588253	NA	6.724523486	5.764681881	4.269950735	6.393872799	7.508148949	NA	5.610670104	5.443431594	6.167228733	6.839588253	5.876544767	7.095519029	6.807917019	6.281102185	6.61341622	7.962806155	6.26221662	5.311141049	6.954633109	NA	6.299801648	7.717344521	8.301370337	6.891539232	5.287146188	5.896688933	5.782007057	6.486383499	5.044645114	6.766308667	NA	8.586837537	5.171454644	7.829041853	7.438734033	6.572297391	7.292145045	5.398333704	8.69532722	7.774093671	6.009640562	5.72712547	4.646851329	5.952664221	5.799818471	4.836454952	NA	4.43331857	6.114953197	4.971771174	5.669879343	7.582371988	6.318178057	6.986993215	7.242329666	5.376627358	7.145651509	7.07211022	7.377997823	6.870865253	7.036438434	7.171961845	4.997589761	6.077991286	6.028068547	NA	5.933838654	4.516880256	5.356966885	4.646851329	5.68959273	4.689295125	5.707885701	6.635568591	4.752005106	7.2678607	7.036438434	7.196070471	6.669956306	6.592993301	6.912713453	6.744831252	6.206341887	8.083009808	6.703188454	4.331504741	5.508322305	5.530384692	8.482769775	5.650205936	6.226109951	5.580775333	6.529323379	NA	5.580775333	4.921091834	5.06907728	4.475824954	5.228366348	4.894289152	5.746628098	5.12260199	5.147971407	6.669956306	6.507944194	4.808120015	6.09594912	4.865333089	7.624617772	6.429951613	7.668914352	6.132903168	6.337044222	7.119755744	6.411085961	8.997937533	8.212814488	7.347516876	5.263052991	5.228366348	6.986993215	7.892298351	5.91596167	7.543851097	6.933732232	8.083009808	4.596119967	7.473261314	9.305196837	5.838160529	5.550851362	6.787883974	4.179156711	6.061631958	6.35600657	8.81650423	6.465932652	5.630666672	6.243996293	NA	4.719471702	5.819261241	6.449047162	6.188222787	5.486307127	6.045415669	7.21887959	4.558082569	4.946126572	5.972511032	5.419760099	5.095876543	NA	8.388634929	6.374923647	6.149945696	NA	5.334998927	NA	4.384314201	7.407308219	5.194326584	NA	5.465395019
Leaves	4.482229722	7.019088642	5.935299165	7.044389914	5.760869509	5.063683989	6.607253018	NA	6.428481223	5.836625326	4.640656174	6.883088609	7.354429704	4.179156711	5.559777374	5.642321217	5.994271092	6.607253018	5.896948783	7.09309364	6.797219884	6.641150009	6.926823047	7.520994847	5.876165756	5.360519001	6.905047146	NA	6.665112082	7.196653924	8.371750423	6.753562832	4.821949959	5.16933227	5.403410778	6.575433466	5.216414931	6.862432498	NA	8.188892345	4.881551473	8.099248579	7.60037724	6.158055667	7.296206328	4.910362655	8.685217551	7.270974732	6.083733441	5.975176114	4.566904936	5.816944192	5.338178776	4.851312837	NA	4.525238013	6.236813563	5.118529772	5.702185371	7.449455702	6.050040533	6.49821771	7.415993679	5.450137431	7.117903613	6.970365332	7.693568334	6.948456004	NA	7.385404927	5.014967107	5.74202829	6.448296038	NA	6.0322928	4.439136727	5.192989106	4.684958058	5.778920309	4.764466074	5.916815202	6.710658587	4.389390032	7.220200255	NA	7.171790203	6.381387996	6.776169677	7.144637907	6.687766201	6.140396196	7.901449662	6.818241081	4.272104958	5.4942365	5.380723117	8.57344457	5.517243889	6.322464632	5.611480164	6.102765379	NA	5.611480164	5.038896955	5.26401646	NA	5.239770785	4.732215615	5.856030324	5.796953411	4.962446141	6.381387996	6.840437801	4.9894841	6.274847378	5.144983673	7.558991595	6.013574895	8.014339314	6.197789443	6.322464632	7.068853608	6.553812807	8.992700152	8.280630564	7.748437324	5.313640208	4.793328682	6.49821771	7.323897731	6.122413568	7.645775505	6.992757906	7.901449662	4.684958058	7.806455671	9.305196837	5.426200361	5.090883783	6.732174908	NA	5.68288927	6.531290433	8.809088011	6.255113254	4.936584034	6.293926392	NA	4.335083691	6.066293021	6.352144998	6.177818041	5.721682658	5.954911229	7.244440825	4.60557574	5.28881811	6.409235581	5.539422636	5.472271975	NA	8.466830803	6.465670348	6.217765181	NA	5.580641078	NA	NA	7.48565899	NA	NA	5.662512779
Roots	5.066094319	7.770724982	6.089164826	5.975176114	6.469625517	NA	7.212364554	4.932888114	7.319540341	6.584629296	5.560747102	6.410060674	6.929913831	NA	5.352198289	5.871354351	5.123670106	6.794336422	5.373905923	6.839372812	6.070236591	4.988218016	7.079333241	6.229796208	6.492284559	NA	7.104453169	5.09479923	6.147893603	7.61134087	8.797610978	6.771805429	5.709470481	6.034865858	5.327774536	NA	6.862432498	6.952532784	NA	8.064039882	NA	7.899688053	7.237552615	6.188963624	6.514960012	NA	7.451089045	6.975552351	NA	6.05334517	4.580053293	6.430354279	6.450728643	5.751116403	NA	4.874402857	4.275346859	4.905019934	5.730399328	6.60674738	7.187733723	4.827412144	7.383976766	5.20080672	6.907133564	6.53921901	7.830397263	7.159931234	7.014004308	5.420257172	NA	6.350305609	6.309793851	4.491752045	5.850350138	4.782607238	5.788857606	5.68959273	NA	4.653726529	6.129348183	7.415993679	5.582669653	6.816255881	7.014004308	6.391197033	6.714870245	6.24907433	7.710504058	6.015424327	5.539422636	8.298633867	6.10946705	5.830309646	6.655052451	5.249543884	8.155569298	5.301684736	6.269271258	5.923925342	5.225383019	4.716412652	5.923925342	5.014967107	5.445734071	NA	NA	NA	NA	5.604351682	5.953911896	6.714870245	NA	5.275996184	4.396965101	5.15090433	6.678990285	6.884146497	7.526170893	6.329419193	6.370683494	5.995185901	7.291181909	8.552343417	8.441523001	NA	4.684284019	4.53759555	4.827412144	8.984647042	6.289281897	6.630020886	5.770427611	8.298633867	4.179156711	7.26473926	9.305196837	6.208843504	4.751357817	7.131734252	NA	5.668293222	7.659065947	7.489072979	6.561850758	5.397008748	6.166532388	5.625738275	4.340447711	7.56700061	7.053819478	6.748337042	5.516146438	4.619321369	7.351364463	5.469222571	5.892997156	NA	NA	5.647076344	4.959794833	8.669446114	NA	5.492106574	NA	5.040018866	4.447801316	5.809083977	7.977438211	5.176181714	NA	NA
Roots	5.031884448	7.946375584	6.504401386	5.958124216	6.311665564	5.160723336	7.182459007	5.081968523	7.53015087	6.938133751	5.649470704	6.388452739	6.916713696	4.601745518	5.821914581	NA	NA	6.767609855	6.369101393	7.279730669	5.92019293	4.845316633	7.229148982	6.236110204	6.482055416	4.955500067	7.079819705	NA	6.569858935	7.81569554	8.68936764	6.657937177	6.140848418	5.977875722	5.253425333	7.103503402	7.568676062	6.703188454	NA	8.57895474	4.666826883	7.655358357	7.205622103	6.217236529	6.425261941	NA	7.610423822	7.364187479	5.302709196	5.880268647	4.387327813	6.10380316	5.56840227	5.996729664	5.460913285	5.68959273	4.271227988	5.589044449	5.629510681	6.981509467	6.853343811	4.774155861	7.305296111	5.371114493	6.611854391	6.591037389	7.458610587	7.253963584	6.735229592	5.482054439	4.179156711	6.406559132	6.034141666	4.479629942	6.177818041	4.875012318	5.747689623	5.527093871	6.292384357	4.726914457	6.08488494	7.424670967	5.860313879	6.873852896	6.735229592	6.27360811	6.820290359	6.525715377	7.394145469	5.938572015	5.504365749	8.420918507	6.051600659	5.802019076	5.230516081	5.609189885	8.198804838	5.350417523	6.197554159	5.774949036	4.930301882	4.98227681	5.774949036	4.816364666	5.207313456	NA	NA	NA	NA	5.548210139	6.015814546	6.820290359	6.548611667	5.135997646	4.436774112	5.184252403	6.895180716	7.055788226	7.333517709	6.349915507	6.330243703	6.254189637	7.155532648	8.994843024	8.024484069	6.444876615	4.903881271	NA	4.774155861	8.812126853	6.959554821	6.789412676	6.067497807	8.420918507	NA	7.031289672	9.305196837	6.461873733	4.695254907	7.005262087	5.669506211	6.158286067	7.877413504	7.703419377	6.680321793	5.10941926	6.123118744	5.72789894	5.278491516	7.494858898	7.129108497	6.634268046	5.900882848	4.636758224	8.110315114	4.563329736	5.708259559	NA	NA	5.392476859	5.055804064	8.289205935	NA	5.438113317	NA	5.008060211	4.33362814	5.414451137	7.759080862	5.32727926	4.521850016	5.840944532
Roots	5.152209718	7.468467983	6.310040715	5.597081515	6.104812288	5.514613706	7.066655024	5.576689871	7.619997367	6.992476701	5.556509313	6.035936182	6.928195096	4.559816493	5.788173085	6.158510517	NA	6.441417872	5.470923614	6.695740935	6.328195199	5.100351594	6.970642663	6.403934471	6.738186407	NA	7.288098349	5.001089865	6.627516512	7.957128529	8.81506844	6.844158271	6.068682902	5.980490934	5.244127796	6.499781335	7.769209812	6.759323854	NA	8.693374854	NA	7.50381975	7.04282309	6.520282878	6.801604751	NA	7.14018997	7.402815326	5.492255199	5.941738448	4.51852216	6.086095858	6.123804968	5.536411837	5.221503504	5.695775272	4.332204728	5.616637771	5.771025534	6.906988631	6.865279496	4.738456596	7.238035728	5.048056739	6.366636682	6.543481543	7.886715376	7.313976373	7.20291614	5.636950082	4.270371512	6.585478317	6.262767694	4.810850761	5.904632652	4.632924988	5.884485034	5.449263101	6.017986437	4.434458875	6.235423553	7.539389701	5.714482479	6.717633531	7.20291614	6.385761129	7.102026543	6.216720641	7.373493622	5.999112673	5.864564884	8.427885398	6.141288738	5.961233151	4.663173282	5.425886433	8.120836728	5.340299117	6.262767694	5.836029666	4.924144604	4.868542534	5.836029666	4.783362301	5.198643763	NA	5.268193112	NA	5.67642803	5.806900279	6.053115913	7.102026543	6.606042346	5.292163728	4.385308333	5.175708337	6.94927184	6.885615228	7.433957524	6.65074462	6.564355791	6.347731389	7.018079733	8.996921519	8.208253425	NA	4.949233909	NA	4.738456596	8.584258962	6.822420392	6.673395118	6.458760404	8.427885398	NA	7.577911979	9.305196837	6.177818041	5.07309921	7.166576139	5.403693771	5.381604479	7.824516177	7.664499431	6.781618312	4.975254088	6.290885114	5.361834933	4.179156711	7.34269344	7.263335879	6.477906415	5.734076186	4.691179542	7.712810673	4.839391463	5.753108915	NA	NA	5.656542356	5.024998641	8.297404357	6.197324709	5.923435816	NA	4.8974695	4.477080913	5.127056461	8.036005625	5.316452307	4.597979471	6.422101026
Rhizosphere	NA	NA	NA	6.867157266	NA	NA	NA	4.662570373	NA	8.658141883	7.505273703	5.85561431	NA	NA	4.80993859	NA	NA	NA	5.731761889	7.052738057	NA	5.116818181	7.446916149	NA	6.101697702	5.423845331	6.831854259	5.634859114	7.196897821	7.808221544	8.873735999	NA	5.983979968	NA	5.274624222	NA	NA	NA	NA	NA	NA	8.327754515	6.72689023	NA	6.690730675	4.857381943	4.948196242	7.714333595	NA	5.824227481	NA	NA	NA	7.092074773	6.761527124	NA	4.312596683	4.90564194	NA	7.256208773	NA	4.737589817	NA	NA	7.344181832	5.920965616	NA	NA	NA	5.158715615	NA	7.196897821	6.411965418	NA	6.35051899	NA	6.256059138	NA	7.297943274	5.567967179	6.65346529	5.951588786	NA	6.071821028	NA	6.901798805	6.030387059	6.936988095	NA	NA	5.497511829	8.107352901	6.318736352	4.179156711	6.132720515	NA	7.566080775	5.314681656	6.79700807	6.209885972	NA	5.353169941	6.209885972	NA	5.071625304	NA	NA	NA	NA	6.444057329	NA	6.030387059	NA	NA	NA	5.88860843	6.287634883	6.473935	5.79169226	4.402151062	NA	NA	7.133164812	NA	7.394450302	NA	5.699827266	NA	4.737589817	NA	5.462077487	5.601680397	5.197203417	8.107352901	NA	6.546149381	8.480735456	6.382118376	4.609471944	NA	7.635715543	5.38727642	9.305196837	NA	NA	NA	5.235133634	6.972436647	4.545943476	7.912575881	5.763000537	7.011480257	NA	4.991435951	NA	5.031635248	6.615332049	NA	5.667627833	NA	6.509443749	NA	NA	NA	NA	4.476660901	NA	6.161448355	NA	5.534403628	6.58108125	NA
Rhizosphere	NA	NA	NA	7.082320216	NA	5.225704076	6.121688643	4.737589817	NA	7.737235505	6.67224705	NA	NA	NA	4.609471944	NA	5.634859114	6.121688643	5.55136582	NA	NA	NA	NA	NA	NA	5.832147333	6.981509467	6.030387059	7.235538098	7.550119217	8.567715748	NA	NA	NA	5.675900093	NA	NA	NA	NA	NA	NA	8.364486042	NA	NA	6.411965418	4.674409196	NA	7.635715543	NA	5.414451137	NA	NA	NA	5.951588786	5.871914198	NA	4.179156711	4.528687901	NA	6.218307077	NA	NA	NA	NA	7.187407492	NA	NA	NA	NA	5.178144453	NA	6.936988095	6.256059138	NA	5.755505484	NA	6.536938743	NA	NA	5.462077487	6.295503335	NA	NA	NA	NA	6.718193991	NA	7.133164812	NA	NA	5.127742703	8.089721823	6.177818041	NA	5.02194336	NA	7.344181832	4.969689075	6.451430283	6.35442132	NA	NA	6.35442132	NA	NA	NA	NA	NA	NA	6.491655275	NA	NA	7.406904017	NA	NA	NA	6.065053045	6.58108125	NA	NA	5.370081532	NA	NA	NA	7.476083636	6.892927021	5.991733265	NA	NA	NA	5.593374839	4.336572491	NA	8.089721823	NA	6.80546738	8.805946931	NA	NA	NA	7.032601127	5.274624222	9.305196837	NA	NA	NA	5.071625304	6.624469611	5.913232616	7.857825035	NA	NA	NA	NA	7.287467842	4.916712152	6.849894564	NA	NA	4.798419638	5.506822594	NA	NA	5.79169226	NA	4.441548225	NA	5.32471567	6.761527124	5.715495879	4.857381943	NA
Leaves	4.342884252	7.249485466	5.558125468	6.749299823	5.89752207	NA	6.499933054	NA	6.726653241	6.077634503	4.852520765	5.07965045	6.773310591	NA	4.724053033	NA	4.9712227	6.499933054	6.343493737	6.604888323	6.281485164	6.097473513	7.595164594	6.957702508	5.91865959	NA	7.197939614	NA	6.302185246	8.046952315	8.542318431	5.981004201	6.385228991	5.138150118	5.292487626	7.305296111	5.414451137	NA	7.277665718	8.662021579	5.025961683	8.140409336	6.364220045	6.570758015	6.570758015	5.164669793	7.223102574	8.236429901	NA	5.938572015	NA	6.05970837	5.440093076	4.49604763	4.543122056	4.400393337	5.487680332	5.772000374	NA	7.369316591	6.022138982	5.822748294	7.75423493	5.512098553	7.512382099	6.322213369	7.643802881	7.695005144	NA	6.678508457	NA	6.911405401	5.667854364	NA	6.220617582	5.051531082	6.703188454	4.759441711	6.24063127	5.390612653	5.853830182	7.113785291	4.915214075	6.818529833	NA	6.177818041	6.876311575	6.465090531	7.552228347	5.73129872	5.70990693	7.921000624	6.405121178	5.752347236	5.536118004	5.464522017	8.429411644	4.999687907	6.199061686	5.33230885	NA	4.884847647	5.33230885	NA	5.190020836	4.45171554	5.580344451	5.875327599	6.260600189	6.628476924	5.215091474	6.876311575	7.14239112	4.586036068	NA	4.790617533	6.654006017	7.171410919	7.335952851	5.240090979	6.425261941	6.041491053	6.934593792	8.792247565	7.81569554	7.0876891	5.68959273	4.943036103	5.822748294	7.435881681	5.646208459	6.796100811	6.118516181	7.921000624	NA	7.401512508	9.305196837	5.624367923	4.65958118	7.007509954	4.690423902	6.137938446	6.156805538	8.980905529	6.981509467	5.26613658	5.602591221	4.821147619	5.367834985	7.474007877	7.061762587	7.0354291	6.001423585	5.959832567	8.333563475	NA	NA	NA	NA	5.10941926	4.625445748	NA	6.842325869	5.790729766	6.446493574	NA	4.179156711	NA	6.535603037	NA	4.276824681	NA
Roots	5.146344494	7.455908965	5.554667441	5.842432657	6.080183394	4.870960689	6.614646946	5.011340681	7.165847776	7.109853306	5.744131439	5.98644619	7.084940397	NA	5.661410474	6.19853261	NA	6.239030232	5.414451137	6.478173448	6.399518486	4.984432039	7.192563137	6.439058451	6.868488768	4.929614292	7.242172345	NA	6.418484858	7.571985274	8.985853616	6.800750043	6.006415781	6.138963092	5.244728844	NA	7.715414233	7.033979198	NA	8.799336334	4.839784301	7.616460431	6.958354222	6.219432642	6.570442334	NA	6.592718947	6.935824948	NA	6.062461148	NA	6.338884244	5.270515814	5.925619533	NA	4.809288219	4.339654537	4.274866483	5.618880434	7.493891252	6.755621695	4.66721512	7.356591323	5.220573574	6.501549464	6.54803818	7.775941392	7.531198945	NA	5.171611974	NA	6.457881273	6.379507048	NA	5.702688262	4.578095099	5.763603388	5.640417472	5.118895116	4.779977251	6.099647823	7.324717206	5.682615313	6.523764848	NA	6.25827423	6.834639721	6.120176122	7.420588445	5.862930633	5.576148737	7.869973539	6.157326299	5.94530502	4.490349708	NA	7.983125883	5.439398513	6.045069955	5.895130962	5.346858247	4.901610438	5.895130962	4.748565193	5.532968686	NA	NA	NA	5.722995037	6.177818041	6.026394044	6.834639721	6.663570113	5.295930484	4.179156711	4.956163711	6.687129274	7.29583378	7.006721488	6.779239553	6.359120621	6.638599752	6.890538777	8.160374536	8.44537957	NA	5.485711961	NA	4.66721512	8.671827067	7.05967284	6.318536505	6.278734725	7.869973539	NA	7.663903116	9.305196837	6.710958737	4.395847403	7.269573558	5.391268557	5.036339105	8.253806035	8.348967132	6.91327788	5.368990069	5.82245555	5.321997024	4.535780721	7.388629911	7.137677773	6.981509467	5.463268437	4.713987349	6.733297335	4.617316392	5.966372654	NA	NA	5.782235603	5.090139035	8.55554569	6.298766838	5.801494719	NA	5.061965809	5.509397284	5.597893039	8.069440468	5.196175389	4.446524223	7.217040639
Rhizosphere	4.472534523	5.614023838	NA	6.817382624	NA	NA	NA	4.310511006	NA	8.665787981	7.360340747	NA	NA	NA	4.755411496	5.956851802	NA	NA	5.709686511	6.88605941	NA	4.895154851	7.192814039	5.102048623	6.018760019	5.581520593	6.438415703	5.54883007	6.714989054	7.581165718	8.881039402	5.678901311	7.151241101	NA	5.257659992	7.031546867	NA	NA	NA	8.055668193	NA	7.929096222	NA	NA	6.502019259	5.478152791	NA	7.822892838	NA	5.926210473	NA	NA	NA	7.230407883	6.678751921	NA	4.39866493	4.801279969	NA	6.605828429	NA	NA	NA	NA	7.07063602	5.741614059	NA	NA	NA	4.937922225	NA	7.10875487	6.285441214	NA	6.103391554	NA	5.988081121	NA	6.990462362	5.183062746	6.073913165	6.047519651	NA	NA	NA	6.955056274	6.331075127	6.920736871	NA	NA	5.442964865	8.266473943	6.407623409	4.540340928	5.895242181	NA	7.271238071	4.979833039	6.572080078	6.177818041	NA	5.058948796	6.177818041	NA	NA	NA	NA	NA	NA	6.467387319	NA	6.331075127	NA	NA	NA	NA	6.133617974	6.537433426	5.831750142	NA	5.646647092	NA	NA	NA	7.408888081	NA	5.771206597	NA	NA	NA	5.336444218	4.656633541	5.020442513	8.266473943	NA	6.85267034	8.490648731	NA	4.603269806	NA	7.462024673	5.862497788	9.305196837	NA	5.405710223	NA	5.144718717	7.312378658	5.220320774	7.730753198	5.800015543	6.254556462	NA	4.703474031	7.519232946	4.847706488	6.37782057	NA	5.370912354	NA	6.225361285	NA	6.748813737	6.64165946	NA	4.179156711	NA	5.296985736	7.651580122	5.514148076	6.784380827	NA
Leaves	4.273460482	7.206566085	5.682755035	6.865411025	5.762211441	NA	6.942288805	4.365167772	6.461549011	6.072974236	4.919909236	6.000216099	7.127567401	NA	5.819653862	5.901276732	5.104698871	6.942288805	6.148614979	6.909100244	6.754573031	6.443845475	7.371505973	7.182615533	5.921164961	4.946289693	7.076811669	5.279942449	6.286428387	7.731410119	8.678706902	6.130599276	6.404500722	5.940231505	5.158195553	7.101338236	5.076235309	7.471118338	NA	8.564765075	5.230365519	8.266997762	6.482360653	7.154846295	6.798948399	5.353878005	7.67784687	8.174111461	5.33032396	6.52761869	NA	6.091558158	5.620340838	4.740304913	NA	4.442772793	5.859417947	6.306337015	5.661972926	7.283155096	6.843285507	6.335557118	7.402194603	5.420082767	7.586223926	6.820513727	8.084839128	6.975702571	NA	7.5455588	4.891496866	6.732725334	6.594737111	NA	6.228505917	5.839481007	5.132381511	4.530436621	6.664357099	4.676349527	5.799184887	6.687454182	5.049678696	7.051946771	NA	6.505371426	6.375483434	6.886755656	7.852618849	6.616225746	6.019971412	7.958221276	5.980735746	4.830465854	5.780548186	5.599719575	8.456450613	5.513416245	6.207967093	5.38592308	6.639870148	5.305027341	5.38592308	4.860748663	5.467882964	4.70682564	NA	5.743075555	NA	6.056311804	5.536271756	6.375483434	6.999129538	4.772139124	NA	5.254108191	7.230927053	7.507923522	6.55099245	5.641389299	6.423611087	6.266808158	7.256786775	8.989358381	8.360734376	7.02647029	5.194553517	4.646166378	6.335557118	7.631075771	5.578409136	7.33949243	5.960565887	7.958221276	4.800992893	7.309859073	9.305196837	5.722326306	4.973336504	6.710805706	5.025458107	6.038588062	6.111400555	8.804336399	6.188703739	5.000421946	5.444927306	4.611407239	5.880008275	7.434876066	6.572994647	6.777676831	6.166776928	5.557280681	7.791736902	NA	4.365167772	NA	5.702431894	4.572387813	4.486228025	NA	NA	NA	6.247298728	5.194553517	4.179156711	NA	NA	5.490079815	NA	NA
Leaves	4.332204728	7.263335879	5.656542356	6.970642663	6.053115913	NA	6.875099536	4.975254088	6.403934471	6.272389785	4.839391463	6.068682902	6.759323854	4.385308333	5.636950082	5.980490934	4.810850761	6.875099536	6.197324709	6.673395118	6.738186407	6.347731389	7.313976373	7.238035728	5.864564884	4.936748566	7.14018997	5.198643763	6.141288738	7.769209812	8.584258962	6.781618312	5.941738448	4.8974695	5.514613706	7.288098349	5.470923614	7.50381975	7.090331361	8.693374854	5.100351594	7.712810673	6.216720641	7.04282309	6.801604751	5.771025534	7.433957524	8.297404357	5.403693771	6.422101026	4.477080913	6.235423553	5.616637771	4.559816493	4.270371512	4.936748566	5.67642803	6.65074462	5.884485034	7.373493622	7.539389701	6.55394712	7.166576139	5.244127796	7.664499431	6.499781335	7.886715376	7.214560889	NA	7.34269344	4.632924988	6.928195096	6.385761129	4.783362301	5.999112673	5.340299117	6.177818041	4.663173282	6.086095858	4.597979471	5.734076186	6.94927184	5.175708337	7.191637676	NA	6.290885114	6.450559725	7.066655024	7.402815326	6.627516512	5.449263101	7.996583899	6.017986437	5.048056739	5.597081515	5.845144369	8.385394621	5.492255199	6.104812288	5.371610487	6.366636682	5.536411837	5.371610487	4.721734658	5.292163728	4.691179542	5.221503504	5.904632652	5.923435816	6.717633531	5.576689871	6.450559725	NA	4.754487964	4.868542534	5.316452307	7.114151787	7.619997367	6.992476701	6.123804968	6.328195199	6.585478317	7.468467983	8.996921519	8.208253425	6.695740935	5.806900279	4.51852216	6.55394712	8.120836728	5.753108915	7.018079733	6.477906415	7.996583899	4.434458875	6.906988631	9.305196837	5.714482479	5.127056461	6.844158271	5.152209718	5.961233151	6.606042346	8.81506844	6.253287508	5.001089865	5.695775272	5.024998641	5.425886433	7.577911979	6.520282878	6.822420392	5.826705004	5.788173085	7.824516177	NA	NA	NA	5.556509313	5.268193112	NA	8.479708243	NA	6.158510517	6.310040715	5.07309921	4.179156711	NA	6.035936182	NA	NA	NA
Roots	5.403410778	6.862432498	5.472271975	5.68288927	6.236813563	5.216414931	7.220200255	5.721682658	7.270974732	6.641150009	5.580641078	5.954911229	7.019088642	5.28881811	6.617737644	6.083733441	4.9894841	6.753562832	5.360519001	6.596667847	6.509001932	5.192989106	6.926823047	6.352144998	6.905047146	4.821949959	7.171790203	5.014967107	5.975176114	7.520994847	8.992700152	7.144637907	5.896948783	6.274847378	5.621739731	NA	8.099248579	7.296206328	NA	8.809088011	NA	7.60037724	7.044389914	6.371615669	6.797219884	NA	6.970365332	6.992757906	NA	6.140396196	4.793328682	6.0322928	5.380723117	5.4942365	NA	4.936584034	4.699829851	4.640656174	5.601467201	7.068853608	7.385404927	4.896195339	7.09309364	5.338178776	6.409235581	6.732174908	8.188892345	8.280630564	6.699383929	6.013574895	4.439136727	6.332335421	6.428481223	5.063683989	5.74202829	4.60557574	6.391197033	5.796953411	5.16933227	4.525238013	6.102765379	7.748437324	5.426200361	6.776169677	6.699383929	6.293926392	7.668773496	5.994271092	7.415993679	6.486819531	5.916815202	7.835260257	6.158055667	6.255113254	4.851312837	5.517243889	7.936882921	5.935299165	6.050040533	5.846040708	5.642321217	5.038896955	5.846040708	4.764466074	5.778920309	4.179156711	NA	NA	6.066293021	5.702185371	5.816944192	7.668773496	6.448296038	5.539422636	4.389390032	5.239770785	6.948456004	7.117903613	7.244440825	6.217765181	6.840437801	6.665112082	7.196653924	8.371750423	8.466830803	NA	4.482229722	4.272104958	4.896195339	8.685217551	6.553812807	6.465670348	6.122413568	7.835260257	NA	7.449455702	9.305196837	6.177818041	4.670578774	7.558991595	NA	4.962446141	6.883088609	8.014339314	7.323897731	5.559777374	6.575433466	5.118529772	4.335083691	7.354429704	7.48565899	6.531290433	NA	4.566904936	6.818241081	4.732215615	5.450137431	NA	5.26401646	6.197789443	5.144983673	NA	NA	6.313326323	NA	5.760869509	5.090883783	5.313640208	8.57344457	5.662512779	NA	5.876165756
