Factor	2-amino-2-methylpropanoic_acid	2-hydroxycinnamic_acid	2-hydroxyphenylacetic_acid	2-methylmaleic_acid	2-oxovaleric_acid	2-quinolinecarboxylic_acid	2_3-dihydroxybenzoic_acid	2_3cyclic_AMP	2_5-dihydroxybenzoic_acid	2deoxyadenosine	2deoxyguanosine	3-dehydroshikimic_acid	3-hydroxybenzoic_acid	3-hydroxykynurenine	3-methoxy-4-hydroxymandelic_acid	3-methyglutaric_acid	3-methyladenine	3_4-dihydroxybenzoic_acid	32-hydroxyphenyl_propanoic_acid	4-coumaric_acid	4-guanidinobutanoic_acid	4-hydroxy-2-quinolinecarboxylic_acid	4-hydroxybenzoic_acid	4-pyridoxic_acid	5-oxo-proline	5deoxyadenosine	5methylthioadenosine	6-hydroxynicotinic_acid	abscisic_acid	adenine	adenosine	alanine	allantoin	allothreonine	alpha-aminoadipic_acid	arabitol	asparagine	aspartic_acid	azelaic_acid	betaine	biotin	bis_3-aminopropyl_amine	caffeic_acid	carnitine	cellobiose	chenodeoxycholic_acid	chlorogenic_acid	choline_o-sulfuric_acid	creatinine	cytidine	cytidine_2_3cyclic_mono-phosphoric_acid	cytosine	deoxycarnitine	deoxycytidine	deoxyuridine	ectoine	epinephrine	erythritol	ethylmalonic_acid	ferulic_acid	fumaric_acid	galactaric_acid	galactitol	galacturonic_acid	gluconic_acid	glucuronic_acid	glutamic_acid	glutamine	glyceraldehyde	glyceric_acid	guanidinoacetic_acid	guanine	guanosine	guanosine_3_5cyclic_monophosphoric_acid	gulonic_acid_gama-lactone	hippuric_acid	histidine	homoserine	hypoxanthine	indole-3-acetic_acid	inosine	isoleucine	isonicotinic_acid	itaconic_acid	lactic_acid	lactose	leucine	maleic_acid	malic_acid	malonic_acid	maltose	mannitol	melibiose	methionine	methyl_beta-galactoside	mevalonic_acid	myo-inositol	N-acetyl-alanine	N-acetyl-galactosamine	N-acetyl-glucosamine	N-acetyl-glutamic_acid	N-acetyl-leucine	N-acetyl-mannosamine	N-acetyl-phenylalanine	N-acetyl-serine	n-acetyl-tryptophan	N-acetylputrescine	N-alpha-acetyl-lysine	N-trimethyllysine	nicotinamide	nicotinic_acid	norleucine	norvaline	o-acetyl-serine	ophthalmic_acid	orotic_acid	palatinose	pantothenic_acid	phenylalanine	pipecolic_acid	proline	pyridoxine	pyruvic_acid	quinic_acid	raffinose	ribitol	riboflavin	S5adenosylmethionine	saccharic_acid	salicylic_acid	serine	shikimic_acid	sn-glycero-3-phosphocholine	sorbitol	sphingomyelin	stachyose	sucrose	syringic_acid	taurine	threonine	thymidine	trans-cinnamic_acid	trehalose	trigonelline	tryptophan	tyramine	tyrosine	uracil	uric_acid	uridine	valine	vanillic_acid	xanthine	xanthurenic_acid	xylitol	1-methyl-6_7-dihydroxy-1_2_3_4-tetrahydroisoquinoline	1_2-dipalmitoyl-rac-glycero-3-phosphoethanolamine	2-phosphoglyceric_acid	4-acetamidobutanoic_acid	4-aminobutanoic_acid	5-methylcytosine	isocitric_acid	lysine	ornithine	suberic_acid	trans-4-hydroxyproline	tryptamine	3-hydroxybutanoic_acid	arginine	citrulline	thymine	phenethylamine
Roots	5.043717481	7.654106901	5.817225223	5.716589914	5.963159713	4.686312204	6.99336592	4.963585219	7.971595581	6.787747596	5.61080166	5.696279534	7.411285821	4.179156711	6.138458089	6.341163533	5.018612562	6.421840199	5.498494091	6.442740996	6.646200569	5.254836637	7.125914685	5.357545287	6.482686561	NA	7.021261017	5.070239707	6.269905854	7.561888584	8.795854962	6.576320302	6.119374081	5.737882406	5.333553783	NA	7.446147883	6.923838479	6.598655716	8.549072997	4.992022464	7.705469305	7.207572461	6.300455991	6.856018141	NA	7.314682162	6.946684957	5.452023808	6.024300867	NA	6.078928276	5.426879046	6.003910658	NA	4.655660068	4.341250275	NA	NA	7.346001007	6.764137299	5.21787872	7.379208439	5.281487423	6.55352196	6.157069563	7.825233256	6.969764476	7.060704657	5.545730072	NA	6.461201779	6.320353643	NA	5.378832967	NA	4.815177168	4.754078283	NA	4.493168986	6.198793605	7.099012778	5.837911771	6.529643191	7.060704657	6.506405518	7.16860015	6.38233825	7.521461878	5.922201171	5.9016972	8.294294035	6.740915731	5.632581263	4.582029341	5.796135994	8.058495899	5.402797639	6.061105794	5.76776466	5.567268931	4.785257096	5.76776466	4.621344408	5.307490666	NA	NA	4.718857431	NA	5.675328041	5.858458602	7.16860015	6.671001191	4.877864553	NA	5.589327538	6.900815069	7.259783191	6.832592595	6.043308703	6.269905854	6.877619433	7.286784479	7.765372379	8.437578334	NA	4.90844903	NA	5.21787872	8.983420509	6.2200174	6.36158954	6.098576921	8.294294035	NA	7.89379656	9.305196837	6.23981297	5.099597818	6.809609139	5.475176088	5.155478277	7.606088839	7.484177501	6.177818041	4.846111983	5.522876433	NA	4.539422681	6.621148016	6.718799702	6.695123093	NA	4.398095181	7.2328189	4.44909208	5.879729897	NA	NA	5.653776587	5.128484129	8.667019149	NA	5.941997678	5.983770991	5.180765493	4.275833273	4.936227711	8.150643357	NA	NA	6.402290491
Rhizosphere	4.597233809	NA	NA	6.938792002	NA	NA	5.807855295	4.92798474	NA	8.499953332	7.375307744	NA	NA	NA	4.747176313	6.283325708	NA	NA	6.105010779	6.905047146	NA	5.280702618	7.422844762	NA	6.596667847	5.750518377	6.667635922	5.657963078	6.630767502	7.595164594	8.673000707	5.719515864	7.0876891	NA	4.968570299	7.207061093	NA	NA	NA	NA	NA	7.944379254	6.134477431	NA	6.461378352	5.388399135	4.696229385	7.666277485	NA	5.992129013	NA	NA	NA	7.168746613	5.838710306	NA	4.179156711	4.46853766	NA	6.494451459	NA	4.861231125	NA	5.4942365	7.244440825	6.528615079	NA	NA	NA	5.046690138	NA	7.284943028	6.403415617	NA	6.703188454	NA	6.253109595	NA	NA	5.205941362	6.224457765	6.837986211	NA	NA	NA	6.804150256	6.753562832	7.010151611	NA	NA	5.423436991	8.280630564	6.871455356	4.534879658	5.778920309	NA	7.477587072	5.16933227	6.563263569	6.062793635	NA	5.087813841	6.062793635	NA	4.793328682	4.308500137	NA	NA	NA	5.931184553	NA	6.753562832	NA	NA	NA	5.355684647	6.162032068	6.972793652	5.961842902	NA	5.68959273	NA	NA	4.650859247	8.072088842	NA	5.562097182	NA	4.861231125	7.839005294	5.460241569	5.626401134	5.242325746	8.280630564	NA	7.327256842	8.8879341	NA	5.009534517	NA	7.126755741	6.193693037	9.305196837	NA	5.901483478	NA	5.31910876	7.049915344	5.130469997	7.533666204	6.022138982	6.313326323	NA	NA	7.748437324	NA	6.432932233	NA	NA	NA	6.373782996	NA	NA	5.594646053	NA	4.395293134	NA	5.869414764	NA	5.529738469	6.343493737	NA
Rhizosphere	4.570085455	5.653524568	NA	6.583083139	NA	NA	5.859647623	NA	NA	8.272795644	7.194517488	NA	NA	NA	4.745397821	NA	5.617354362	NA	5.758533188	6.741162719	NA	5.084829025	7.385060628	NA	NA	5.562666216	6.485223628	5.790098007	6.817762725	7.23667386	8.622301046	NA	6.662749043	5.039168027	5.466116178	7.101893889	NA	NA	NA	NA	NA	8.113526804	NA	NA	6.03291528	5.304434708	NA	7.842590805	NA	5.68959273	NA	NA	NA	6.933017923	6.195675437	NA	4.321778281	4.179156711	NA	6.971623055	NA	NA	7.738667886	NA	7.059094583	NA	NA	NA	NA	4.948667674	NA	6.780860984	5.999325685	NA	NA	NA	6.063217474	4.79777924	6.894443724	5.133310684	6.331633295	NA	NA	6.160116971	NA	6.297819074	5.947144177	6.857079203	NA	NA	5.177040094	7.608869914	6.620565075	NA	4.849306096	NA	7.504614178	4.995845665	6.128695322	6.246761557	NA	NA	6.246761557	NA	NA	NA	NA	NA	NA	6.703188454	NA	5.947144177	7.330475654	NA	NA	NA	5.723690347	7.014489006	5.384710406	NA	5.218596658	NA	NA	NA	7.965591021	6.544940152	5.34739195	NA	NA	NA	NA	4.494600767	NA	7.608869914	NA	7.282280472	8.433542344	NA	NA	NA	7.441080514	5.50517211	9.305196837	NA	NA	5.424773227	4.901950514	6.400577818	4.635601539	NA	NA	6.434016615	NA	NA	7.148331374	4.688358741	6.094683495	NA	NA	NA	5.895998229	8.839580517	NA	NA	NA	4.417366502	NA	5.260484394	6.366415023	5.562666216	5.825354086	6.485223628
Leaves	4.771216899	6.832735889	6.01405219	7.213430423	5.790842068	4.654304725	6.924686496	NA	6.582150891	5.846474465	4.588833878	5.625603953	6.771953406	4.428868735	5.398731214	NA	5.199759761	6.924686496	6.442484804	6.976108734	6.853744094	6.893737209	7.561069435	7.424301864	5.774353682	4.957996415	6.688632173	5.313943955	6.405924549	8.230059597	8.316414045	6.561564168	6.498976243	5.053921793	5.527630583	6.792379652	5.701499515	5.757124124	6.955262515	8.822026767	5.26713452	7.793546512	6.5189351	7.141325698	7.39503319	4.510454752	8.145022511	7.913291042	5.664009592	6.11658895	4.623613739	5.377442135	6.187999835	4.933874118	4.268315393	4.551293394	5.977760132	6.04854214	5.484548487	7.069915188	6.370053285	5.819079263	7.02309861	5.031157853	7.046839267	6.388570949	7.456772659	7.166906404	6.720630274	7.236144672	4.681910368	6.622389964	6.159047073	NA	6.242458087	5.958879654	5.243854653	4.710584321	6.332959059	4.38043799	5.865304788	7.11608929	5.46423778	6.873368572	6.720630274	7.366460572	7.296713211	7.336920125	7.191216876	6.260073303	6.27861283	8.020224343	6.750742945	5.177555359	5.567133149	5.904155948	8.596693147	5.99580217	6.205587042	5.431341024	5.739061522	5.154846537	5.431341024	5.13072345	5.10504814	5.078722603	6.159047073	5.644900699	6.080295638	5.337147389	5.94010955	7.296713211	6.54133466	4.741774739	4.328779963	5.221925024	7.524637564	7.687486653	7.600091051	6.13396618	6.423732837	6.351671789	6.667203421	8.702815217	8.400974839	6.644775015	5.606287493	4.853090215	5.819079263	7.738000615	5.884612103	7.260474208	6.224995669	8.020224343	5.008359095	7.849760425	9.305196837	5.547840802	5.683262111	6.812073211	4.798077948	6.064074288	6.459158932	9.001854602	6.314909835	4.908992276	5.719888844	4.47092059	6.097968024	6.602078978	7.092796978	6.47778513	5.9224408	6.031738309	7.642867902	4.881734124	NA	4.983745642	5.586883079	5.290442825	4.825300764	8.494440288	6.296740879	5.358390213	6.997562084	5.505942441	4.179156711	NA	7.491361824	NA	NA	NA
Roots	5.011340681	7.455908965	5.554667441	6.006415781	6.399518486	NA	6.755621695	5.159113148	6.91327788	7.137677773	5.862930633	5.618880434	6.710958737	4.179156711	5.682615313	5.98644619	4.984432039	6.501549464	5.220573574	6.687129274	6.25827423	5.036339105	7.006721488	6.298766838	6.779239553	4.779977251	7.05967284	5.090139035	6.177818041	7.715414233	8.985853616	6.823017228	6.099647823	6.278734725	5.196175389	NA	7.663903116	6.890538777	7.109853306	8.348967132	5.061965809	7.836174189	6.800750043	5.94530502	6.457881273	NA	6.138963092	6.592718947	5.640417472	6.19853261	4.446524223	6.418484858	5.118895116	6.080183394	NA	4.339654537	4.395847403	4.490349708	5.597893039	7.372885177	7.324717206	4.69742474	7.493891252	5.414451137	6.638599752	6.846228969	7.983125883	7.905422661	7.592901547	5.463268437	NA	6.54803818	6.439058451	4.651810647	5.391268557	NA	6.045069955	5.763603388	NA	4.870960689	6.219432642	7.372885177	5.722995037	6.663570113	7.592901547	5.88420501	6.96992086	6.318536505	7.775941392	6.120176122	5.321997024	8.498442351	6.026394044	6.570442334	4.901610438	5.576148737	8.253806035	5.439398513	6.157326299	5.791224286	5.270515814	4.839784301	5.791224286	4.748565193	5.509397284	NA	NA	NA	5.702688262	5.744131439	5.966372654	6.96992086	6.733297335	5.485711961	NA	5.82245555	6.523764848	7.242172345	7.033979198	6.369363693	6.369363693	6.338884244	7.269573558	8.160374536	8.671827067	NA	4.578095099	4.535780721	4.69742474	8.799336334	7.165847776	6.478173448	6.062461148	8.498442351	NA	7.531198945	9.305196837	6.239030232	4.809288219	7.29583378	5.532968686	5.295930484	7.084940397	7.420588445	6.935824948	4.956163711	5.905680848	5.368990069	NA	6.868488768	7.217040639	6.614646946	NA	4.617316392	7.192563137	NA	5.925619533	NA	NA	5.661410474	5.159113148	NA	NA	5.842432657	NA	4.929614292	4.274866483	5.244728844	8.069440468	5.346858247	NA	NA
Roots	5.331025116	7.50284431	NA	5.68231801	6.241471016	NA	6.661887695	5.147802125	6.993695262	6.874962756	5.571301932	5.593966148	6.852423455	4.344557872	5.638343369	6.039614236	4.921987938	6.303956063	5.225039089	6.564963782	6.366908138	5.199604714	6.898502848	6.156533907	7.325604189	NA	7.076112986	5.089329905	6.345856405	7.633254795	8.978304429	7.102189035	6.096336093	6.324117214	5.250042675	NA	8.034754719	6.969438311	NA	8.421484603	4.978937742	7.683976705	6.804855693	5.935021452	6.635885504	NA	6.428752185	6.686437465	5.37796266	5.998851516	NA	6.388181234	5.174070879	5.870754278	NA	4.590117477	4.402743618	4.454396477	NA	7.188082656	6.945721572	4.875852143	7.425517159	5.355924225	6.588395357	6.828294069	8.22709146	8.129629386	7.226384358	5.304119282	4.179156711	6.541646665	6.282911618	4.694801235	5.453043287	NA	6.019833665	5.849019388	NA	4.827201854	6.177818041	7.463297411	5.766548976	6.469472993	7.226384358	5.956384913	7.144827245	6.26180739	7.585651013	5.914901438	5.525859189	7.837163185	6.221233807	6.711284017	4.729797056	NA	7.947300341	5.277459977	6.076300255	5.713803178	5.476742771	5.007373263	5.713803178	4.796060839	5.615780645	NA	NA	NA	5.746368552	5.828333888	5.893150883	7.144827245	6.734511345	5.500785449	NA	5.427246623	6.611270012	6.922211468	7.022412481	6.408012492	6.516333009	6.449976334	7.049644605	8.325773219	8.656822559	NA	4.629622619	4.499134107	4.875852143	8.788507042	7.295429387	6.137403516	6.117632345	7.837163185	NA	7.542549496	9.305196837	6.058266879	4.764888017	7.358923517	5.4024648	5.660211845	7.268039539	7.742477942	6.782523496	5.033547964	5.785802685	NA	4.277841662	6.757843569	7.392100569	6.492957149	NA	4.663576169	NA	NA	5.978140974	NA	NA	5.806366709	5.060094716	NA	NA	6.199337146	NA	4.949926741	NA	5.119290987	8.535262295	5.549056866	4.546893065	NA
Roots	5.118529772	8.014339314	5.621739731	5.816944192	6.217765181	NA	6.641150009	4.851312837	6.883088609	7.208393043	5.975176114	6.0322928	6.818241081	4.936584034	5.778920309	5.856030324	4.910362655	6.197789443	5.360519001	7.171790203	6.284373955	4.9894841	7.296206328	6.236813563	6.992757906	5.038896955	7.208393043	5.090883783	6.284373955	7.558991595	8.992700152	7.068853608	6.687766201	6.313326323	5.26401646	6.797219884	7.867856858	6.776169677	NA	8.466830803	4.821949959	7.60037724	6.862432498	5.994271092	6.47597682	NA	6.140396196	7.415993679	NA	6.332335421	4.335083691	6.400476124	5.28881811	6.083733441	5.380723117	5.4942365	4.389390032	5.014967107	5.580641078	7.270974732	6.970365332	4.229048675	7.354429704	5.239770785	6.596667847	6.531290433	7.693568334	7.645775505	6.915890685	5.426200361	NA	6.400476124	6.47597682	4.439136727	5.876165756	4.764466074	5.68288927	5.74202829	6.122413568	4.699829851	6.371615669	7.449455702	5.916815202	6.665112082	6.915890685	6.553812807	7.105013421	6.448296038	7.48565899	5.954911229	5.472271975	8.627313658	6.158055667	5.721682658	4.670578774	5.517243889	8.280630564	5.450137431	6.428481223	6.058379375	5.144983673	4.640656174	6.058379375	4.732215615	5.338178776	NA	NA	NA	5.796953411	5.896948783	6.177818041	7.105013421	6.732174908	5.313640208	NA	5.192989106	6.753562832	7.044389914	7.019088642	6.617737644	6.575433466	6.102765379	6.948456004	8.188892345	8.371750423	NA	4.881551473	NA	4.229048675	8.809088011	7.144637907	6.255113254	5.601467201	8.627313658	NA	7.385404927	9.305196837	6.013574895	4.793328682	7.244440825	5.662512779	5.642321217	7.748437324	7.936882921	6.840437801	5.063683989	5.935299165	5.559777374	4.60557574	7.520994847	7.323897731	6.710658587	5.702185371	4.962446141	8.099248579	4.566904936	5.836625326	NA	NA	5.760869509	5.16933227	NA	6.352144998	5.539422636	NA	5.216414931	4.525238013	5.403410778	7.806455671	NA	4.482229722	6.509001932
Rhizosphere	4.521850016	NA	NA	6.831392951	NA	NA	NA	NA	NA	8.378713549	7.655358357	NA	NA	NA	4.955500067	NA	NA	NA	5.72789894	NA	NA	5.392476859	7.305296111	NA	NA	5.527093871	6.703188454	5.840944532	6.959554821	7.568676062	8.812126853	NA	6.569858935	NA	5.350417523	NA	NA	NA	NA	NA	NA	8.198804838	NA	NA	6.916713696	5.438113317	4.726914457	7.759080862	NA	5.880268647	NA	NA	NA	7.253963584	6.873852896	NA	4.179156711	NA	NA	6.217236529	NA	4.875012318	NA	NA	7.364187479	5.996729664	NA	NA	NA	5.10941926	NA	7.205622103	6.789412676	NA	NA	NA	6.177818041	NA	7.103503402	5.482054439	7.494858898	NA	NA	NA	NA	6.745659687	6.08488494	7.005262087	NA	NA	5.92019293	NA	6.140848418	4.436774112	5.160723336	NA	7.424670967	NA	6.657937177	6.311665564	NA	5.207313456	6.311665564	5.958124216	NA	NA	NA	NA	NA	6.482055416	NA	6.08488494	NA	NA	NA	NA	6.611854391	6.034141666	5.68959273	4.601745518	NA	NA	NA	4.666826883	8.024484069	NA	5.802019076	5.055804064	4.875012318	NA	NA	5.649470704	5.302709196	NA	NA	7.155532648	8.57895474	NA	4.788310191	NA	7.877413504	5.766042303	9.305196837	NA	NA	NA	5.253425333	7.055788226	NA	NA	NA	6.444876615	NA	NA	NA	5.008060211	6.254189637	NA	NA	NA	6.369101393	NA	NA	5.56840227	NA	4.33362814	NA	NA	6.525715377	5.609189885	6.406559132	NA
Rhizosphere	4.439935052	5.653204402	NA	6.591579123	6.217944317	NA	5.928106321	4.733998805	NA	8.571559915	7.482518256	NA	NA	NA	4.853327678	6.115782004	5.513827919	5.928106321	5.598816708	6.886364281	NA	6.019290639	7.434560786	NA	6.1639553	5.454119267	6.771385671	5.706374332	6.944700007	7.707314857	8.719851094	NA	6.915611223	4.964852846	5.680592223	7.177215484	NA	NA	NA	8.309050746	NA	8.185478679	NA	NA	6.473935	5.363722138	5.033322677	7.783956797	NA	5.783182294	NA	NA	NA	7.276494213	6.140242727	NA	4.371914861	4.179156711	NA	6.19168419	NA	NA	NA	NA	7.073349798	5.733208626	NA	NA	NA	5.103210578	4.294682169	7.392378529	6.372465042	NA	5.392088467	NA	5.993434145	4.930080776	7.241519196	5.000651478	6.320020131	6.34640926	NA	6.043633047	NA	6.065883681	6.727631275	7.005732169	NA	5.759102518	5.626118822	8.01109718	6.562662151	4.606867052	5.235133634	5.422084957	7.530488352	5.203760976	6.398393691	6.667482715	NA	7.105524324	6.667482715	7.642477054	4.89355761	5.543474968	NA	NA	NA	6.619823865	NA	6.727631275	7.35107013	4.690943135	NA	5.333776104	5.861152487	6.503489624	6.828715738	4.496411732	5.808379245	NA	7.140880226	7.040521957	7.864567562	6.799835994	5.57090972	NA	NA	NA	NA	NA	5.066324173	8.01109718	NA	6.973971241	8.428363757	NA	NA	5.172263947	7.583386853	5.967663819	9.305196837	NA	6.436341252	5.835150743	5.267550375	6.858422566	5.13936203	7.209328752	5.88860843	6.294448103	NA	4.652083274	7.311277681	4.814100453	6.268733424	NA	NA	4.776038861	6.53316497	8.931799204	NA	NA	NA	4.554659078	NA	5.300523732	6.243218317	5.483234571	6.089689712	6.436341252
Rhizosphere	4.708402553	5.676916764	NA	6.757271769	NA	NA	NA	NA	NA	8.403913704	7.341309385	NA	NA	NA	4.587049331	NA	NA	NA	5.436950233	6.798200112	NA	NA	7.146601158	NA	NA	5.750875833	6.431393589	5.932558943	7.05225252	7.604903174	8.599048631	NA	6.630321508	NA	5.521712024	7.19552188	NA	NA	NA	NA	NA	7.798177293	NA	NA	5.969984543	5.074460818	NA	7.692302814	NA	5.478964625	NA	NA	NA	6.960635448	6.589514275	NA	4.328116955	4.179156711	NA	NA	NA	NA	NA	NA	7.097784262	NA	NA	NA	NA	5.173438206	NA	6.919883395	6.072529254	NA	5.638879104	NA	6.041027508	4.878636499	6.878726732	5.126419462	6.142542812	NA	NA	NA	NA	6.466178818	5.876900367	6.838815322	NA	NA	5.217573675	8.14953182	6.215245093	NA	5.308781112	NA	7.24033785	NA	6.177818041	6.268894188	NA	5.027824789	6.268894188	5.713541115	NA	NA	NA	NA	NA	6.5069486	NA	5.876900367	7.461288301	4.652574898	NA	NA	5.561290932	6.322685133	NA	NA	5.26214632	NA	NA	NA	7.288681906	6.674456478	5.784885749	NA	NA	NA	5.3935644	4.508882932	NA	8.14953182	NA	6.549128555	7.918230001	NA	NA	NA	7.52920287	5.82142581	9.305196837	NA	NA	5.353604702	4.980348997	6.717113433	4.822653232	NA	7.003940843	NA	NA	4.768830288	7.399063498	4.930921456	6.359601685	NA	NA	NA	6.107679167	8.823354802	NA	NA	NA	4.427783293	NA	NA	6.39635617	5.600477853	6.005913394	NA
Leaves	4.695254907	7.205622103	6.158286067	6.525715377	5.840944532	5.031884448	6.22698117	NA	6.369101393	5.996729664	4.666826883	6.895180716	7.458610587	NA	5.482054439	NA	6.177818041	6.22698117	5.900882848	6.680321793	7.129108497	5.68959273	6.873852896	7.655358357	5.766042303	5.392476859	6.959554821	NA	6.767609855	7.568676062	8.378713549	6.406559132	5.055804064	4.845316633	5.460913285	6.634268046	5.350417523	6.657937177	NA	8.198804838	4.955500067	8.024484069	6.809895928	6.425261941	7.364187479	4.903881271	8.68936764	7.53015087	5.160723336	5.958124216	4.601745518	6.444876615	5.92019293	NA	NA	4.33362814	6.254189637	5.230516081	5.629510681	7.305296111	6.27360811	7.018578013	7.279730669	5.609189885	7.103503402	7.079819705	7.333517709	6.981509467	6.601362935	7.424670967	4.98227681	5.880268647	6.08488494	NA	5.747689623	4.387327813	5.938572015	4.636758224	5.821914581	4.479629942	5.56840227	6.724917458	4.788310191	6.916713696	6.601362935	7.055788226	6.493431862	6.349915507	7.229148982	6.853343811	6.140848418	7.787739575	6.548611667	5.278491516	5.008060211	5.207313456	8.57895474	5.589044449	6.330243703	5.659499554	6.197554159	NA	5.659499554	4.875012318	5.414451137	4.726914457	5.802019076	4.816364666	6.123118744	5.783630645	5.135997646	6.493431862	6.703188454	5.371114493	5.708259559	5.081968523	7.494858898	6.745659687	7.946375584	5.977875722	6.831392951	7.394145469	6.388452739	9.305196837	8.110315114	7.877413504	5.184252403	5.253425333	7.018578013	7.610423822	6.034141666	7.703419377	7.155532648	7.787739575	4.271227988	7.253963584	8.994843024	5.32727926	5.438113317	6.789412676	4.436774112	6.051600659	6.311665564	8.812126853	6.938133751	5.10941926	6.015814546	NA	4.759441711	5.860313879	6.569858935	5.72789894	5.302709196	6.10380316	7.182459007	4.521850016	4.930301882	6.292384357	NA	5.527093871	NA	8.473399785	6.461873733	6.067497807	NA	5.504365749	4.179156711	4.563329736	8.289205935	NA	NA	5.548210139
Leaves	5.123115432	7.012623283	6.112326343	6.657015394	5.843818924	5.095359344	6.131199012	NA	6.207545443	6.022138982	4.642487205	6.876936077	7.291682629	NA	5.456109472	NA	6.567310262	6.002612005	5.924493364	6.323350281	6.679895807	5.728701286	6.725326502	7.444713166	5.767451574	5.31910876	7.112078095	NA	6.757537208	7.480928992	8.36815716	6.987206859	5.68959273	5.824654904	5.50031789	6.61022534	5.545448211	6.833964588	NA	8.463443278	4.734893466	8.009456316	6.401804241	6.265619918	7.411502331	4.702143759	8.683086458	7.516737968	4.824769956	6.166894354	4.568716322	6.420355789	5.794347995	NA	NA	4.390437604	6.246443154	4.993112881	5.565965271	7.166224012	6.074283268	6.801191573	7.266363984	5.432474197	7.192085531	7.038568135	7.688458904	7.063272409	NA	7.0876891	5.04242885	5.748790034	6.382747523	NA	5.587013015	4.179156711	5.983381452	4.854338158	5.607646254	4.27255136	5.628306087	7.138976735	4.607515478	6.85632008	NA	7.240041365	6.953625397	6.304648534	6.898976657	6.092703223	6.148961097	7.895864003	6.440278314	5.343505022	5.018446443	5.293989638	8.570608326	5.708647738	6.343493737	5.658903685	6.188578837	4.483549135	5.658903685	4.966059037	5.067646846	4.67248569	5.40892996	4.767005317	5.86377523	5.963726519	4.884847647	6.953625397	NA	5.173731914	6.285050887	4.939800965	7.640807525	6.478035589	8.094487461	6.458335426	6.757537208	7.349369481	6.52193385	9.305196837	8.183750487	7.801668393	5.221053982	5.244418603	6.801191573	7.318910178	6.63291236	7.554573551	7.215762013	7.895864003	NA	7.742909133	8.991603625	5.386305466	5.269318062	6.920965295	4.335823863	5.905139939	6.362966955	8.807530575	6.588995397	4.913533615	6.057700279	NA	5.88434962	5.943467114	6.703188454	5.52364737	5.365310309	6.227884706	7.380880335	4.440336269	5.19745166	6.545691377	NA	5.477934982	4.526955108	8.276192763	6.500637407	6.040372248	NA	5.149382832	NA	4.795864982	7.595164594	NA	NA	5.794347995
Leaves	4.332204728	7.153232573	6.253287508	6.865279496	5.616637771	5.198643763	6.077394978	NA	5.845144369	6.177818041	4.810850761	6.992476701	7.373493622	4.434458875	5.864564884	5.826705004	6.216720641	6.077394978	5.753108915	6.366636682	7.04282309	5.576689871	6.403934471	7.50381975	6.017986437	5.656542356	7.238035728	NA	6.328195199	7.34269344	8.385394621	6.906988631	NA	4.949233909	5.806900279	6.347731389	5.07309921	6.673395118	NA	8.208253425	5.024998641	7.886715376	6.717633531	6.422101026	7.577911979	4.975254088	8.693374854	7.153232573	5.771025534	6.123804968	4.783362301	6.158510517	5.556509313	4.721734658	NA	4.51852216	6.290885114	4.8974695	5.636950082	7.191637676	6.458760404	6.812010138	7.468467983	5.536411837	7.214560889	7.114151787	7.619997367	7.018079733	6.638903618	7.712810673	5.048056739	5.597081515	6.310040715	4.179156711	5.884485034	4.597979471	5.361834933	4.663173282	5.788173085	4.385308333	5.734076186	6.885615228	4.754487964	6.94927184	6.638903618	7.263335879	6.532049395	6.441417872	7.090331361	6.759323854	6.197324709	8.07822826	6.606042346	5.403693771	4.924144604	5.470923614	8.584258962	5.923435816	6.272389785	5.686338778	6.781618312	NA	5.686338778	4.839391463	5.381604479	4.477080913	5.514613706	4.868542534	5.961233151	5.941738448	5.001089865	6.532049395	6.695740935	5.292163728	5.904632652	5.244127796	7.957128529	6.385761129	7.664499431	6.844158271	6.564355791	7.402815326	6.235423553	9.305196837	8.297404357	7.769209812	5.127056461	5.221503504	6.812010138	7.313976373	6.499781335	7.824516177	7.288098349	8.07822826	NA	7.539389701	8.996921519	5.340299117	5.175708337	6.928195096	4.559816493	5.152209718	6.738186407	8.81506844	5.980490934	5.100351594	6.053115913	NA	4.632924988	5.999112673	6.585478317	6.035936182	5.449263101	6.141288738	7.066655024	4.270371512	5.268193112	6.970642663	5.425886433	5.714482479	NA	8.479708243	6.477906415	6.104812288	NA	5.316452307	NA	4.691179542	7.433957524	NA	NA	5.492255199
